categorie,n_runs_valides,cpu_carbon_rate_gco2_per_s,cpu_avg_power_w,cpu_power
ytb-AdBlockPlus-v2,15,0.000000166211342465700541,0.00179150688879211084,1.01093333333333333333
ytb-AdGuard-v2,13,0.000000208318534656752968,0.00224533539995103642,1.6484615384615385
ytb-noAddBlock-v2,5,0.000000147895961598428417,0.00159018276784568597,0.48080000000000000000
ytb-premium-v2,17,0.000000230854372590069821,0.00248829171231930592,0.54035294117647058824
ytb-Ublock-v2,16,0.000000165285217993781775,0.00178151848316353572,1.08225000000000000000
