categorie,n_runs_valides,avg_duration_video_s,avg_gpu_carbon_powermetrics_component,avg_energy_impact_powermetrics_vm,avg_cores_power_powermetrics_component,avg_disk_total_byteswritten_powermetrics_vm,avg_disk_total_bytesread_powermetrics_vm,avg_embodied_carbon_share_machine,avg_cpu_time_powermetrics_vm,avg_gpu_power_powermetrics_component,avg_cpu_utilization_mach_system,avg_disk_io_bytesread_powermetrics_vm,avg_cores_carbon_powermetrics_component,avg_gpu_energy_powermetrics_component,avg_cores_energy_powermetrics_component
ytb-AdBlockPlus-v3,10,570.2157518000000000,0.00000000000000000000,53735.500000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,140114253895.70000000,0.00000000000000000000,2897480.200000000000,6383616.000000000000,0.00000000000000000000,913271.400000000000,561827448.10000000
ytb-noAddBlock-v3,6,570.5718830000000000,0.00000000000000000000,53052.666666666667,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,143778963844.83333333,0.00000000000000000000,2537609.166666666667,1395370.666666666667,0.00000000000000000000,1565091.500000000000,133406967.83333333
ytb-premium-v3,11,570.2533754545454545,0.00000000000000000000,75655.545454545455,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,246614257461.63636364,0.00000000000000000000,4351910.818181818182,2840762.181818181818,0.00000000000000000000,930324.636363636364,535186821.36363636
ytb-Ublock-v3,10,570.5665156000000000,0.00000000000000000000,53972.500000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,141091925838.40000000,0.00000000000000000000,2949511.900000000000,4819763.200000000000,0.00000000000000000000,1016315.300000000000,172627861.50000000
